synthetic_name,source_anchor,true_category,anchor_predicted_category,anchor_strength,perturb_radius_scaled,trust_radius_scaled,source_title,nearest_anchor,nearest_anchor_true_category,nearest_anchor_distance_scaled,nearest_real_distance_scaled,same_true_category_neighborhood,source_anchor_is_nearest,within_real_manifold_threshold,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12,Mode 13,Mode 14,Mode 15,Mode 16,Mode 17,Mode 18,Mode 19
ag26_perturb_002,ag26,Low-subsonic,Supersonic,strong,0.27984594,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.27984594,0.27984594,True,True,True,0.1028092556,0.3196421716,-0.2529366852,1.05996135,-0.9778746259,1.364611465,-0.770951722,0.5640934654,-0.01342139749,0.1470060853,0.05868587221,-0.3242963252,0.5345701613,-0.8090957686,0.8597166419,-0.5864617295,0.3147772313,-0.07794360112,0.06271351761
ag26_perturb_003,ag26,Low-subsonic,Supersonic,strong,0.28509729,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28509729,0.28509729,True,True,True,0.09571275501,0.3418481859,-0.3085119068,0.9337896771,-0.9354550795,1.351164584,-0.6910792438,0.5896993788,-0.03791841296,0.1342819348,0.07464858282,-0.3344017851,0.507250794,-0.7802352319,0.9027084769,-0.5556736123,0.3278069232,-0.06786623891,0.07232682054
ag26_perturb_004,ag26,Low-subsonic,Supersonic,strong,0.26209225,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26209225,0.26209225,True,True,True,0.1061821593,0.3045330363,-0.2970680144,0.991404275,-1.016008359,1.304585089,-0.6846816119,0.5793642236,-0.03235912948,0.1579211269,0.04773144221,-0.3525478716,0.5399571513,-0.7813743737,0.7978496634,-0.5955555067,0.3912683284,-0.05945319586,0.08185418445
ag26_perturb_005,ag26,Low-subsonic,Supersonic,strong,0.29190732,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29190732,0.29190732,True,True,True,0.09330969597,0.330206297,-0.2662292582,0.9867072628,-0.8453085805,1.292394782,-0.6992916946,0.5817287151,-0.02502196749,0.1603132722,0.06349135059,-0.3350437657,0.4658947595,-0.748949555,0.8909447275,-0.5920771828,0.3169692762,-0.07966120297,0.09731618305
ag26_perturb_006,ag26,Low-subsonic,Supersonic,strong,0.26813904,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26813904,0.26813904,True,True,True,0.1011881381,0.3294011877,-0.2419027325,1.015522789,-0.9611967427,1.267403648,-0.6689930896,0.5434922961,-0.04282301044,0.1750692212,0.06769239574,-0.351987862,0.484489756,-0.8204879469,0.8061519501,-0.5851685324,0.3423644332,-0.08575617502,0.07086465687
ag26_perturb_007,ag26,Low-subsonic,Supersonic,strong,0.27631170,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.27631170,0.27631170,True,True,True,0.1043768794,0.3312241632,-0.2881526401,1.030668169,-0.9854625135,1.232025997,-0.6617245616,0.5016926936,-0.01256478413,0.1792322579,0.05783722032,-0.327788918,0.5634244077,-0.8078920521,0.8748633808,-0.5667426291,0.3286783086,-0.06277088405,0.07370979945
ag26_perturb_008,ag26,Low-subsonic,Supersonic,strong,0.29688502,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29688502,0.29688502,True,True,True,0.1073847408,0.3555301896,-0.2854291018,1.034750567,-0.9569664191,1.313378439,-0.6634473221,0.5913930233,-0.02698622217,0.1568388477,0.05347784112,-0.3197882035,0.6061577333,-0.7213818367,0.8453947138,-0.5920945952,0.3003577041,-0.08207709137,0.08719880528
ag26_perturb_009,ag26,Low-subsonic,Supersonic,strong,0.28248110,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28248110,0.28248110,True,True,True,0.08953133865,0.3184139614,-0.2856703671,0.978734666,-1.010382596,1.260113741,-0.7986666777,0.5724736225,-0.0266492346,0.1798815263,0.05237213057,-0.3131555035,0.5127391983,-0.7221129851,0.7608743589,-0.5182346095,0.364899171,-0.0699138566,0.06722764431
ag26_perturb_010,ag26,Low-subsonic,Supersonic,strong,0.20892130,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.20892130,0.20892130,True,True,True,0.09891292359,0.3287864318,-0.2686777789,0.9475619915,-1.006784822,1.291666629,-0.6470063049,0.6016863588,-0.02594211075,0.163696174,0.05923102077,-0.3078941872,0.4923390851,-0.7800579368,0.7542184583,-0.5235165314,0.359254475,-0.07693952029,0.07984972958
ag26_perturb_011,ag26,Low-subsonic,Supersonic,strong,0.29140307,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29140307,0.29140307,True,True,True,0.1065576796,0.3290380157,-0.2771529346,0.9636766477,-0.9700866135,1.23704691,-0.7121286868,0.5828192195,-0.009887665009,0.1408511517,0.07330362157,-0.3357229795,0.5368129143,-0.8901390535,0.8136054087,-0.5422727305,0.3114751343,-0.09338666855,0.07651971678
ag26_perturb_012,ag26,Low-subsonic,Supersonic,strong,0.29720453,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29720453,0.29720453,True,True,True,0.09626142085,0.3208241153,-0.2765252337,0.9030427292,-0.9105881214,1.266373453,-0.7550787888,0.6200784206,-0.02285434264,0.1836195368,0.05523953266,-0.3383773008,0.5026282911,-0.7632352953,0.690099335,-0.5594884145,0.286590203,-0.08182305213,0.07154341493
ag26_perturb_013,ag26,Low-subsonic,Supersonic,strong,0.29853279,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29853279,0.29853279,True,True,True,0.1050142321,0.3016429016,-0.2857769547,0.9484903351,-0.8271717362,1.211020899,-0.7383550346,0.5908517455,-0.03205743029,0.1808713417,0.06368366373,-0.3350846318,0.5562964373,-0.7549930894,0.8882748081,-0.5931485824,0.2987934122,-0.07870345083,0.08253573233
ag26_perturb_014,ag26,Low-subsonic,Supersonic,strong,0.28607030,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28607030,0.28607030,True,True,True,0.09640373227,0.3358123488,-0.2905740521,0.9546094744,-0.9700804243,1.456117321,-0.6795396514,0.5709831684,-0.02637220118,0.1715158647,0.0572756952,-0.3207195259,0.4692095689,-0.8349205977,0.8525900558,-0.5803182607,0.3016027962,-0.0623439757,0.07275272018
ag26_perturb_015,ag26,Low-subsonic,Supersonic,strong,0.29568076,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29568076,0.29568076,True,True,True,0.09648768121,0.3092284456,-0.2964334355,0.9928857167,-1.052714043,1.301336192,-0.6244789633,0.5541027269,-0.04925608922,0.1329401809,0.06401840317,-0.3393609495,0.5566759954,-0.7664885558,0.7284185362,-0.5851855303,0.3409934968,-0.08013928408,0.05896806683
ag26_perturb_016,ag26,Low-subsonic,Supersonic,strong,0.29059854,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29059854,0.29059854,True,True,True,0.1005040951,0.3229891313,-0.2812909418,0.8888270009,-1.025335568,1.226081126,-0.8180025037,0.5861583011,-0.02926002237,0.1593376664,0.06697889664,-0.3378455905,0.5836992077,-0.8130031811,0.818778013,-0.5335542999,0.3616673313,-0.07537192603,0.09697120877
ag26_perturb_017,ag26,Low-subsonic,Supersonic,strong,0.29565395,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29565395,0.29565395,True,True,True,0.09365154495,0.3227507503,-0.3051521896,1.026929045,-0.980532658,1.321342065,-0.6140984176,0.5760503444,-0.02597168805,0.1754306073,0.05971196386,-0.2960013781,0.4802154154,-0.8157480017,0.8134748732,-0.5867877624,0.3679800622,-0.08612582553,0.1022624491
ag26_perturb_018,ag26,Low-subsonic,Supersonic,strong,0.28135977,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28135977,0.28135977,True,True,True,0.09726214038,0.3191801439,-0.2501171012,1.008427732,-0.8623576969,1.301091363,-0.7341576905,0.5681378207,-0.02059806894,0.1757370406,0.05454489859,-0.289870694,0.5617099175,-0.8080255369,0.7634221673,-0.6136605605,0.3164551548,-0.07741514303,0.07568248473
ag26_perturb_019,ag26,Low-subsonic,Supersonic,strong,0.29607188,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29607188,0.29607188,True,True,True,0.09511366248,0.3117935438,-0.2974751374,0.9299099772,-0.9698796855,1.284254525,-0.622157614,0.5581539181,-0.004276374823,0.1806747038,0.05178669049,-0.3197139567,0.4843191724,-0.7772061577,0.7841677348,-0.6379743704,0.3892497721,-0.07653272154,0.07476733983
ag26_perturb_020,ag26,Low-subsonic,Supersonic,strong,0.29171501,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29171501,0.29171501,True,True,True,0.09644103233,0.3237221386,-0.2636133779,0.9577084949,-1.073284365,1.264062773,-0.6631103208,0.5990795242,-0.04591977948,0.1706884109,0.08729541668,-0.3210326615,0.4981554387,-0.8150052301,0.8694320023,-0.6195385463,0.3473909762,-0.06663686459,0.06948324167
ag26_perturb_021,ag26,Low-subsonic,Supersonic,strong,0.24939676,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.24939676,0.24939676,True,True,True,0.1051972066,0.3204934281,-0.2478752759,0.9917424002,-0.9906144468,1.35102179,-0.6930430611,0.5673775068,-0.03467948104,0.1451613,0.05969369424,-0.3053388344,0.559565481,-0.8139354515,0.8294454699,-0.5741813369,0.3497152692,-0.07203547263,0.09822247443
ag26_perturb_022,ag26,Low-subsonic,Supersonic,strong,0.29833594,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29833594,0.29833594,True,True,True,0.09691482629,0.3157490631,-0.299150151,1.030796685,-0.9145173793,1.26946011,-0.7165070267,0.5511732508,-0.03095759226,0.1604958257,0.07143096593,-0.3143513611,0.5756090894,-0.7639138856,0.835028461,-0.5512811028,0.2797730704,-0.105377578,0.0715428642
ag26_perturb_023,ag26,Low-subsonic,Supersonic,strong,0.27586471,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.27586471,0.27586471,True,True,True,0.0961957372,0.3142435953,-0.2969982381,1.020000565,-1.001097411,1.338091091,-0.769493152,0.596544381,-0.03097442746,0.1618117638,0.04789755681,-0.3077950575,0.5655889337,-0.8719520253,0.7773155196,-0.523569463,0.3514795669,-0.06135135055,0.07504876256
ag26_perturb_024,ag26,Low-subsonic,Supersonic,strong,0.26532030,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26532030,0.26532030,True,True,True,0.1035002738,0.3188275449,-0.2548473054,1.006259311,-0.8939591764,1.310240353,-0.7644782131,0.6009723254,-0.01910508425,0.1663228383,0.05435390333,-0.3314679261,0.5261681713,-0.7279376804,0.8099357296,-0.6437739166,0.3213447884,-0.07582493951,0.07511808367
ag26_perturb_025,ag26,Low-subsonic,Supersonic,strong,0.28917547,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28917547,0.28917547,True,True,True,0.09601920796,0.3031530556,-0.3040897277,0.8838338437,-1.096551836,1.171539234,-0.6473399667,0.605560898,-0.02622673244,0.1628127385,0.06213360887,-0.3311329941,0.5511078737,-0.8109316241,0.8498671527,-0.5859346402,0.312738889,-0.08076988092,0.06472830636
ag26_perturb_026,ag26,Low-subsonic,Supersonic,strong,0.29382381,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29382381,0.29382381,True,True,True,0.09941911064,0.3392380593,-0.2335645589,0.9735763718,-0.8961135627,1.344724587,-0.6654390681,0.5701146417,-0.02562609369,0.1332185092,0.05945780868,-0.3167098108,0.5233701237,-0.7214784603,0.7968620771,-0.5811226423,0.3519862122,-0.07917168,0.06989848242
ag26_perturb_027,ag26,Low-subsonic,Supersonic,strong,0.28190449,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28190449,0.28190449,True,True,True,0.1092839424,0.3224176937,-0.2672945601,0.9471359566,-0.9830896135,1.297953114,-0.6781144545,0.6104388965,-0.02704077292,0.1632517225,0.0615902754,-0.318914795,0.4994712814,-0.7699924985,0.9254531948,-0.5053824101,0.3521420463,-0.0663072601,0.06796921515
ag26_perturb_028,ag26,Low-subsonic,Supersonic,strong,0.29880566,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29880566,0.29880566,True,True,True,0.1063504875,0.32165278,-0.3052983909,0.9630408831,-0.8786033267,1.127607142,-0.7802042695,0.5752320583,-0.02450970467,0.186067341,0.04873395156,-0.3151839593,0.5383494918,-0.7801359168,0.7144917388,-0.5987262457,0.354739414,-0.08131760231,0.07353716426
ag26_perturb_029,ag26,Low-subsonic,Supersonic,strong,0.29857658,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29857658,0.29857658,True,True,True,0.1013888762,0.3183904161,-0.2769480303,0.9844949791,-0.9796420634,1.211740254,-0.7269481553,0.608895215,-0.01963355735,0.1545101233,0.08327538452,-0.3210610302,0.5443473582,-0.8214037244,0.9158779945,-0.6047348991,0.3318743427,-0.08627890249,0.1021259407
ag26_perturb_030,ag26,Low-subsonic,Supersonic,strong,0.26922759,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26922759,0.26922759,True,True,True,0.09894886461,0.325338737,-0.2543925778,0.9079182001,-1.005859909,1.329618712,-0.7129522416,0.5649687285,-0.04616233703,0.1437420257,0.05910364206,-0.3287746063,0.5417477362,-0.8307897902,0.8067420413,-0.5910369949,0.3333077794,-0.09567946013,0.05579709615
ag26_perturb_031,ag26,Low-subsonic,Supersonic,strong,0.29505229,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29505229,0.29505229,True,True,True,0.1113646608,0.340965487,-0.2663114004,0.9506426996,-1.039452119,1.255767255,-0.6489521587,0.5998714284,-0.01577936002,0.1793697501,0.0606482916,-0.2924172212,0.491179172,-0.7921105937,0.8865105533,-0.5751280229,0.3549215439,-0.07355957097,0.0810362017
ag26_perturb_032,ag26,Low-subsonic,Supersonic,strong,0.28827502,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28827502,0.28827502,True,True,True,0.08875289703,0.3220702981,-0.2874178406,0.9201366722,-0.9570168595,1.277604181,-0.5796205367,0.5522680555,-0.02111838696,0.1549877511,0.06034440696,-0.3187459604,0.5233981472,-0.714253698,0.8366712713,-0.5722266509,0.3161266186,-0.07830680178,0.05861961697
ag26_perturb_033,ag26,Low-subsonic,Supersonic,strong,0.26512591,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26512591,0.26512591,True,True,True,0.09379158117,0.3345070399,-0.2542545398,0.9628747549,-1.075409134,1.297770968,-0.6966614283,0.5964171621,-0.02768431919,0.1730529546,0.05569894879,-0.3387226297,0.532111905,-0.7983867563,0.8063983176,-0.6080736093,0.328113553,-0.06277984354,0.04976970615
ag26_perturb_034,ag26,Low-subsonic,Supersonic,strong,0.29453928,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.29453928,0.29453928,True,True,True,0.1029648675,0.3301447645,-0.2645054906,0.9683535835,-1.02659149,1.188680139,-0.7937071407,0.5977895437,-0.04290815444,0.1590762345,0.06107048087,-0.3000587918,0.5662470811,-0.737383173,0.7388351182,-0.580062262,0.3783583136,-0.07339201831,0.06096326758
ag26_perturb_035,ag26,Low-subsonic,Supersonic,strong,0.28068680,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28068680,0.28068680,True,True,True,0.1038862299,0.341087826,-0.2834507796,1.045406468,-0.9443497777,1.198371018,-0.7529130935,0.5879747069,-0.01761517977,0.1669718047,0.0667050479,-0.3015584849,0.5825424151,-0.7476840451,0.890288394,-0.5753368371,0.3661277431,-0.07240779925,0.06944678664
ag26_perturb_036,ag26,Low-subsonic,Supersonic,strong,0.26662218,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.26662218,0.26662218,True,True,True,0.09375252905,0.3033538287,-0.2603987688,0.8952560166,-1.015224869,1.296175671,-0.7180114305,0.5667553133,-0.03406733969,0.1620962975,0.05098758004,-0.3076148046,0.6006626082,-0.7646402417,0.7933172619,-0.6237030484,0.3459868859,-0.08290473469,0.0742562229
ag26_perturb_037,ag26,Low-subsonic,Supersonic,strong,0.28104477,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28104477,0.28104477,True,True,True,0.09060421922,0.3035349671,-0.3282068232,0.958412599,-1.036989268,1.292948155,-0.734403357,0.5550276061,-0.01512923746,0.1752623578,0.06514319389,-0.3280981084,0.5224788373,-0.7309092266,0.8279583765,-0.5669247317,0.3875038822,-0.08294263977,0.07106051922
ag26_perturb_038,ag26,Low-subsonic,Supersonic,strong,0.25559162,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.25559162,0.25559162,True,True,True,0.09753540994,0.3070928427,-0.314651294,0.9455104251,-1.004289535,1.18967887,-0.7338151848,0.6049224756,-0.02521015053,0.1511129203,0.05503536042,-0.3245648714,0.5246769118,-0.7167095793,0.8428467466,-0.6035310287,0.3455303681,-0.07087378173,0.05990394453
ag26_perturb_039,ag26,Low-subsonic,Supersonic,strong,0.28924516,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.28924516,0.28924516,True,True,True,0.08975189539,0.3345269278,-0.2628272822,0.9255243026,-0.9666469867,1.256071356,-0.73388663,0.566326082,-0.02374154878,0.1566268738,0.04883183576,-0.3312523093,0.4572745028,-0.7788289866,0.8063976998,-0.568767439,0.3672695024,-0.06000582465,0.09795837226
ag26_perturb_040,ag26,Low-subsonic,Supersonic,strong,0.27744130,0.29881932,UIUC Airfoil Coordinates Database,ag26,Low-subsonic,0.27744130,0.27744130,True,True,True,0.1070972678,0.3393413237,-0.3238547823,0.9057564988,-0.9397288789,1.268399113,-0.6412014949,0.5744181395,-0.01030589841,0.1487572537,0.07232768029,-0.3188295367,0.5425172089,-0.7752333945,0.8461347268,-0.5564589417,0.3249712963,-0.09284709571,0.08635707399
ag27_perturb_001,ag27,Low-subsonic,Supersonic,strong,0.29029533,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29029533,0.29029533,True,True,True,0.1039856018,0.3140294758,-0.3377663267,0.9967457399,-1.048486305,1.304902591,-0.8397507397,0.6384056804,-0.04590451081,0.148231431,0.08472278751,-0.3594258608,0.6769446981,-0.7831678603,0.9325828962,-0.6303457172,0.4435717722,-0.08316601538,0.07602710961
ag27_perturb_002,ag27,Low-subsonic,Supersonic,strong,0.27442032,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.27442032,0.27442032,True,True,True,0.09714001884,0.3231152791,-0.3601395293,0.9875614651,-1.093516145,1.480817312,-0.7249879788,0.6131183641,-0.06646708955,0.1543194869,0.07748454356,-0.3342955863,0.6759813227,-0.8592760548,0.9476505905,-0.6631327577,0.3525680258,-0.09566856568,0.08190957662
ag27_perturb_003,ag27,Low-subsonic,Supersonic,strong,0.29292150,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29292150,0.29292150,True,True,True,0.09637812104,0.3324960467,-0.3290918296,0.9711280012,-1.160770573,1.31425282,-0.8651595588,0.6333874671,-0.04418130415,0.1794083091,0.07314037936,-0.3797248273,0.6211375717,-0.8393506027,0.9826170975,-0.6247562697,0.3913925181,-0.08080611188,0.08477084956
ag27_perturb_004,ag27,Low-subsonic,Supersonic,strong,0.29514121,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29514121,0.29514121,True,True,True,0.09873733279,0.321900015,-0.3176203548,1.020169713,-1.05343837,1.454217103,-0.6959711381,0.6097314408,-0.04825794706,0.1553093463,0.09159142257,-0.3913742993,0.6489476519,-0.8429938145,0.9797482657,-0.7028163402,0.4481916559,-0.1122548476,0.07225358529
ag27_perturb_005,ag27,Low-subsonic,Supersonic,strong,0.29280950,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29280950,0.29280950,True,True,True,0.09328232168,0.3205288706,-0.3123106969,1.020111139,-1.122372045,1.266267795,-0.8077998679,0.5740253232,-0.07039490748,0.1663959215,0.08093327404,-0.387931885,0.6716218228,-0.8862077462,0.8433399707,-0.6436545673,0.4491719464,-0.0864981208,0.07766627036
ag27_perturb_006,ag27,Low-subsonic,Supersonic,strong,0.28288696,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28288696,0.28288696,True,True,True,0.1008751554,0.3476110393,-0.3278237743,0.9780536041,-1.029893514,1.3426536,-0.8009757875,0.6445579837,-0.04811210104,0.1648914281,0.07189710092,-0.3663970274,0.6558626293,-0.8290708542,0.9210945806,-0.7131909832,0.4479495211,-0.09416838498,0.08542107322
ag27_perturb_007,ag27,Low-subsonic,Supersonic,strong,0.28244448,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28244448,0.28244448,True,True,True,0.1078353211,0.3119339749,-0.3307130294,1.032711732,-1.042822764,1.289722649,-0.854232609,0.6266445605,-0.05634295405,0.1755940117,0.08460077338,-0.345504157,0.6255446677,-0.8561303352,1.020962314,-0.6575638584,0.44448993,-0.1059210942,0.09699265273
ag27_perturb_008,ag27,Low-subsonic,Supersonic,strong,0.28935050,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28935050,0.28935050,True,True,True,0.09530426756,0.3253395121,-0.3288914376,0.9585924061,-1.101114714,1.434482278,-0.7487882273,0.5728713123,-0.05508419633,0.1365160152,0.09383379291,-0.3800215057,0.6819496368,-0.8829379432,1.002460297,-0.6010590798,0.378690373,-0.09914716773,0.06855616422
ag27_perturb_009,ag27,Low-subsonic,Supersonic,strong,0.29356531,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29356531,0.29356531,True,True,True,0.1095659446,0.3407365887,-0.3259125396,1.064213031,-1.045609931,1.400524424,-0.7442223793,0.6451717084,-0.07035348006,0.1839615958,0.07922212848,-0.3438861355,0.6494292443,-0.9712268328,0.923103728,-0.7052971352,0.379158547,-0.09540263548,0.09252929527
ag27_perturb_010,ag27,Low-subsonic,Supersonic,strong,0.27304539,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.27304539,0.27304539,True,True,True,0.09934881584,0.321155735,-0.3646516576,0.99699684,-1.063305554,1.356271752,-0.8098063052,0.6766467295,-0.05017378602,0.1628669723,0.09336474785,-0.3469123868,0.6143218587,-0.8971263948,0.9840367903,-0.596811775,0.4089201269,-0.1170672489,0.07358010679
ag27_perturb_011,ag27,Low-subsonic,Supersonic,strong,0.29470618,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29470618,0.29470618,True,True,True,0.09201546049,0.3272035608,-0.3628268408,1.071763914,-1.211756173,1.352670611,-0.8208366669,0.6279208594,-0.07624360886,0.1421928065,0.0846273124,-0.3376453557,0.6863276158,-0.918915409,0.9136472375,-0.6631732799,0.3903002272,-0.1048009988,0.08845438511
ag27_perturb_012,ag27,Low-subsonic,Supersonic,strong,0.27465057,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.27465057,0.27465057,True,True,True,0.1013654682,0.3188157529,-0.3439705927,0.9486810249,-1.062037064,1.407322576,-0.7761698544,0.6054870572,-0.09005673673,0.1819018598,0.0814667282,-0.3618382842,0.6118659835,-0.898296851,1.005465176,-0.6184055974,0.4107493535,-0.1080154699,0.08260603606
ag27_perturb_013,ag27,Low-subsonic,Supersonic,strong,0.29879597,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29879597,0.29879597,True,True,True,0.101745969,0.3419549609,-0.3210826506,1.07786552,-1.054992592,1.364414451,-0.7229009013,0.6220814668,-0.06055733688,0.1810181124,0.09906882213,-0.3561678482,0.6901655381,-0.9247838111,0.9256628637,-0.6550018492,0.3377312471,-0.1026854553,0.04965041073
ag27_perturb_014,ag27,Low-subsonic,Supersonic,strong,0.27364797,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.27364797,0.27364797,True,True,True,0.09263032685,0.3270570545,-0.3456531131,1.113314244,-1.04508679,1.391332265,-0.8393160411,0.6353161813,-0.06217946906,0.1417984943,0.09346734177,-0.385441595,0.602549974,-0.87839937,0.9409898956,-0.6193137852,0.3698321488,-0.09375200954,0.08486781307
ag27_perturb_015,ag27,Low-subsonic,Supersonic,strong,0.28825582,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28825582,0.28825582,True,True,True,0.1005790249,0.296993668,-0.310149985,1.035699321,-1.006086374,1.42275633,-0.782390159,0.6042205204,-0.04412018505,0.1751628004,0.1062983719,-0.3479001642,0.6652179781,-0.8904905713,0.9697972024,-0.6158724359,0.3999831621,-0.09044566383,0.1031327574
ag27_perturb_016,ag27,Low-subsonic,Supersonic,strong,0.28824748,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28824748,0.28824748,True,True,True,0.09807075619,0.3110054996,-0.3624886803,1.039806902,-1.087130771,1.453056452,-0.7577676747,0.6478919892,-0.03470119588,0.1799971027,0.1151694586,-0.3575096071,0.6730354745,-0.8864142303,0.9729272095,-0.6736676887,0.4272016169,-0.1057258438,0.09034158184
ag27_perturb_017,ag27,Low-subsonic,Supersonic,strong,0.28447020,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.28447020,0.28447020,True,True,True,0.08500567746,0.3071517419,-0.3519420673,0.9893339527,-1.07534461,1.362797986,-0.7553134434,0.5800356398,-0.05388754813,0.1637218244,0.0873680642,-0.3432166719,0.6844317431,-0.8494891594,0.8317064191,-0.6479594416,0.3956898252,-0.09511291261,0.08505953509
ag27_perturb_018,ag27,Low-subsonic,Supersonic,strong,0.29485225,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29485225,0.29485225,True,True,True,0.1056385281,0.342868288,-0.2982376324,1.000273449,-1.120735854,1.396346986,-0.68124985,0.640447112,-0.08906648619,0.163049817,0.09123522198,-0.3731202517,0.6617873073,-0.9298728729,0.9831824838,-0.6538763458,0.4292416748,-0.08939033289,0.07572078369
ag27_perturb_019,ag27,Low-subsonic,Supersonic,strong,0.29478069,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29478069,0.29478069,True,True,True,0.1024874211,0.3396975862,-0.3083022089,1.04648614,-1.040488222,1.362963185,-0.7991755958,0.6246758414,-0.06151594637,0.1437715525,0.06901477118,-0.366674867,0.7055114679,-0.9143004561,1.008049254,-0.5931038199,0.3719328751,-0.08377801009,0.08025453015
ag27_perturb_020,ag27,Low-subsonic,Supersonic,strong,0.29719973,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29719973,0.29719973,True,True,True,0.09136660677,0.3404228842,-0.344798695,0.9875271356,-0.9924685758,1.500871915,-0.7909300401,0.5745335644,-0.0399750591,0.1502295619,0.08916904173,-0.3489674008,0.615442016,-0.9619261897,0.9430234741,-0.6887349344,0.3942888659,-0.0992517573,0.07520569172
ag27_perturb_021,ag27,Low-subsonic,Supersonic,strong,0.29468202,0.29881932,UIUC Airfoil Coordinates Database,ag27,Low-subsonic,0.29468202,0.29468202,True,True,True,0.09430507211,0.3057792047,-0.2987873411,1.047482017,-1.106714054,1.329203896,-0.7741507497,0.5929220929,-0.0605010094,0.1480449033,0.09354387833,-0.320108139,0.6417355203,-0.943233474,1.006614486,-0.660951548,0.4179634972,-0.1111921963,0.07062198107
