name,category,Ma=2.0 阻力系数,Ma=2.0 升力系数,Ma=1.5 阻力系数,Ma=1.5 升力系数,Ma=0.734 阻力系数,Ma=0.734 新阻力系数,Ma=0.734 升力系数,Ma=0.25 阻力系数,Ma=0.25 升力系数,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11,Mode 12,Mode 13,Mode 14,Mode 15,Mode 16,Mode 17,Mode 18,Mode 19,Ma=0.734，α=2.832，Re=6.5E+6
goe585,,0.1,0.12,0.090009549,0.139498256,0.046966362,0.047979277,0.926888296,0.009097908,0.684904939,0.131997318,0.32393017,-0.080193616,0.679728939,-0.564073233,1.035839184,-0.507946547,0.60602939,0.011339655,0.260876965,0.023793864,-0.149796771,0.13122951,-0.110716544,0.02676274,0.02246058,-0.03735496,-0.006965303,-0.009105927,
goe587,,0.045128347,0.081100638,0.058902312,0.139490341,0.028440256,0.028482131,0.82946731,0.008388686,0.564203188,0.06892082,0.194825772,0.009119858,0.450470032,-0.256248032,0.580563998,-0.214457898,0.369018274,0.003635559,0.2113865,0.067043189,-0.107815087,0.146385236,-0.078738254,-0.03163721,0.054329181,-0.126295798,-0.055971787,-0.019320841,
goe590,,0.055437985,0.072093884,0.072774404,0.135476915,0.039542916,0.040801447,0.780538486,0.008389325,0.591132541,0.07121898,0.241044902,-0.051684724,0.647212192,-0.401312699,0.693496137,-0.217611695,0.32722124,0.053494315,0.15176033,0.109576836,-0.1336639,0.326048367,-0.351618229,0.437890779,-0.383504555,0.183453438,-0.107709816,-0.047971399,
goe591,,0.1,0.12,0.130544262,0.122253347,0.061191585,0.062433252,0.701820511,0.010133909,0.866942806,0.137520495,0.483377896,-0.21530693,1.100086669,-0.753750962,1.197816649,-0.31945874,0.524502851,0.188785763,0.283282691,0.048658035,-0.248053665,0.424376278,-0.650359347,0.716214656,-0.610444101,0.386417133,-0.182905106,0.067648338,
goe593,,0.1,0.12,0.124982868,0.118710928,0.05273217,0.053199069,0.693235864,0.010194565,0.766623084,0.161981737,0.394639609,-0.080446354,0.903889701,-0.72869341,1.369559763,-0.652422529,0.826725934,0.005656583,0.398676425,0.04741766,-0.381597404,0.570401216,-0.914876704,0.824302316,-0.673278782,0.295601977,-0.157502658,-0.004459005,
goe595,,0.1,0.12,0.090410563,0.130894475,0.042723962,0.043278179,0.878232247,0.009267954,0.680036353,0.106903642,0.312392165,-0.04556681,0.624778997,-0.367231796,0.773099614,-0.21761525,0.485276609,0.105811718,0.27570712,0.032480927,-0.333074108,0.527417869,-0.864234449,0.793214862,-0.643211289,0.285783885,-0.147674679,-0.002051115,
goe596,,0.1,0.12,0.106574796,0.122769208,0.050992763,0.051746239,0.746505649,0.009353693,0.728476429,0.158678662,0.244562541,0.228363287,0.172149643,0.380442545,0.026387788,0.346458851,0.171440418,0.204760919,0.209086473,0.11896051,-0.368823916,0.531305842,-0.705725708,0.630334893,-0.438018232,0.182156079,-0.073675713,0.005439525,
goe598,,0.041341138,0.102305776,0.049825208,0.158126966,0.012162339,0.012068852,0.673967668,0.008178248,0.428938576,0.074543844,0.132033552,0.044499494,0.197356049,-0.029162492,0.296140874,-0.029920263,0.15800049,0.097708551,0.102442697,-0.099266653,0.018096374,-0.202707394,0.121948751,-0.255465097,0.121366619,-0.145189,-0.002958541,-0.05036476,
goe599,,0.072333764,0.087997445,0.082627667,0.145243492,0.021148137,0.021848573,0.785989097,0.008962007,0.522031334,0.119345638,0.20469647,-0.0498536,0.623735415,-0.486964228,0.783589716,-0.183378503,0.2985867,0.172645751,0.214984563,-0.07724815,-0.195549165,0.07411922,-0.295444021,0.086964017,-0.168375791,-0.026441274,-0.076980259,-0.057818772,
goe600,,0.1,0.12,0.118534045,0.135698016,0.035730419,0.035945491,0.651935838,0.009539069,0.527202331,0.142364526,0.319525612,-0.085699635,0.797032245,-0.688410918,1.258387345,-0.618799398,0.68353383,0.012227866,0.22058969,-0.148278184,-0.100878017,-0.173008652,-0.08427833,-0.14303189,-0.06333578,-0.109553317,-0.07872161,-0.082314533,
goe601,,0.1,0.12,0.160711808,0.114240802,0.04265523,0.043213403,0.47086032,0.010455078,0.59048021,0.194146058,0.258052916,0.373887363,-0.04380155,0.713132628,-0.211540965,0.770824499,-0.089650037,0.483527509,0.211933617,-0.135020535,-0.242606638,-0.022442308,-0.36212312,0.097319356,-0.292546182,-0.024758512,-0.138236728,-0.094300516,
goe602,,0.1,0.12,0.098149423,0.128164967,0.048373659,0.04889771,0.87412178,0.009486377,0.755999645,0.107656673,0.358246121,-0.126270241,0.807292775,-0.560013104,0.999711014,-0.371296216,0.582212148,0.091126401,0.296108284,-0.018552801,-0.121616968,0.005526943,-0.006532957,-0.11429017,0.066917876,-0.042071197,-0.00580198,0.029117984,
goe602m,,0.1,0.12,0.099499041,0.130927511,0.050692557,0.050993311,0.908749892,0.009511602,0.791159571,0.105718294,0.368918638,-0.152326849,0.854648813,-0.621456846,1.059607277,-0.413834735,0.604547378,0.083237758,0.298146216,-0.015200047,-0.15118832,0.106449681,-0.141545231,0.053948386,0.061472119,-0.065864558,0.104980532,0.012512685,
goe604,,0.1,0.12,0.203885374,0.121773219,0.075747662,0.075586491,0.195870507,0.011638854,0.815703547,0.206712718,0.715221736,-0.388701497,1.708061266,-1.404871459,2.043077008,-0.982122069,0.982273283,0.043800282,0.308508061,-0.004810451,-0.479277051,0.616267278,-1.050646699,0.910835543,-0.800895471,0.331945847,-0.206929225,-0.020491048,
goe610b,,0.1,0.12,0.110018632,0.131001778,0.049554556,0.050548537,0.829567616,0.009412024,0.813490578,0.124486674,0.33105807,0.015913692,0.505951775,-0.000249582,0.416749764,0.140349153,0.287726221,0.178316919,0.255664702,0.103695546,-0.083426344,0.180163571,-0.136947424,0.235809707,-0.156024383,0.19993509,-0.077002765,-0.003093212,
goe610bm,,0.1,0.12,0.111169581,0.145628064,0.062873534,0.063212831,0.947741118,0.009414321,0.910562859,0.100460567,0.498845988,-0.469142811,1.521809905,-1.427932224,1.794526772,-0.844268868,0.757730324,0.047960002,0.222284673,0.16154789,-0.304536085,0.618592242,-0.61979738,0.634258634,-0.269344907,0.277482833,-0.003299507,0.09119209,
goe611,,0.1,0.12,0.149210374,0.120539887,0.066470657,0.06871118,0.551658076,0.010908406,0.919131976,0.132456507,0.686055852,-0.617055144,1.944298459,-1.758936981,2.243752909,-0.9904112,0.960160987,0.050309503,0.405051417,0.203054771,-0.548385113,0.905992487,-1.232747945,1.178847279,-0.881034165,0.44427044,-0.180549694,0.028814467,
goe612,,0.1,0.12,0.17322902,0.114563458,0.063315511,0.063507374,0.53427774,0.011076784,0.83792778,0.207423461,0.530661079,-0.147802553,1.094086388,-0.785343362,1.525674691,-0.615186128,0.792145076,0.186044146,0.257025455,-0.054189871,-0.204276034,0.068124403,-0.21339805,0.153284167,-0.136740875,0.001614105,0.013750366,-0.049046284,
goe613,,0.1,0.12,0.114532796,0.128796291,0.056777703,0.057105719,0.79265354,0.009814414,0.773321109,0.129951636,0.424900283,-0.085211985,0.755747195,-0.43233325,0.892948611,-0.240224309,0.536821555,0.117687169,0.318071707,0.055153845,-0.160268507,0.118214131,-0.149850977,0.059318387,-0.056639049,-0.008464387,-0.018560553,-0.017152749,
goe614,,0.1,0.12,0.223807062,0.091815897,0.086156217,0.088092941,0.276962987,0.012819318,1.01411481,0.219841947,0.648357728,-0.17296443,1.367355551,-0.812519568,1.481773651,-0.356983143,0.745302288,0.252480747,0.449092417,-0.020907674,-0.473342055,0.628873988,-1.106106921,1.131993352,-1.014825123,0.6519345,-0.306525587,0.091167743,
goe617,,0.1,0.12,0.130935755,0.136339306,0.038415765,0.038676689,0.533463568,0.009941658,0.489485366,0.174111408,0.389047466,-0.19818008,1.04451259,-0.835165445,1.284795229,-0.561255864,0.684166474,0.0214872,0.278459524,-0.094490455,-0.191823789,0.013403662,-0.343819354,0.117105894,-0.29785462,-0.059279574,-0.171739108,-0.156619786,
goe619,,0.1,0.12,0.15696875,0.121892294,0.063917761,0.063940586,0.640884941,0.010732726,0.846967287,0.183047054,0.508453856,-0.184620912,1.092144084,-0.829676039,1.465608064,-0.624383618,0.793976197,0.055941457,0.368575286,-0.099896622,-0.139478876,0.013993189,-0.145904927,0.169731012,-0.22864254,0.139697078,-0.0671803,0.026081477,
goe620,,0.1,0.12,0.206039794,0.088891633,0.073891078,0.074881107,0.372070756,0.012338102,0.94523417,0.230631606,0.584335009,-0.209975298,1.400560844,-1.014810776,1.743672773,-0.565832281,0.841840341,0.210025635,0.412775262,-0.054712949,-0.287365754,0.189723759,-0.374430174,0.250942185,-0.221365552,0.114109502,-0.040524141,-0.01431237,
goe621,,0.1,0.12,0.173285743,0.114709399,0.063837737,0.064210844,0.541024064,0.011061384,0.850032198,0.207604427,0.528929611,-0.142703848,1.083593328,-0.770399216,1.510082047,-0.603464405,0.785736402,0.188412435,0.2564164,-0.052345409,-0.21773925,0.11900158,-0.339745374,0.374117185,-0.417127315,0.2586796,-0.146381885,0.000535442,
goe622,,0.065203972,0.075888886,0.073917142,0.143846308,0.0314792,0.033350088,0.882429223,0.008755486,0.589963372,0.096043508,0.306345087,-0.172368906,0.711303195,-0.502811546,0.804748685,-0.342318476,0.493117711,-0.011101507,0.228648892,-0.063358576,-0.027089832,-0.066332887,-0.018332453,-0.030856683,-0.042224196,-0.015909,-0.031993762,-0.022969285,
goe623,,0.1,0.12,0.12384137,0.12777408,0.050275848,0.051467651,0.661609328,0.009847807,0.719812195,0.149225361,0.398347132,-0.000341568,0.538385162,0.004898294,0.431866139,0.100825017,0.356873609,0.151359261,0.261725784,-0.01226077,-0.270820749,0.357033095,-0.641378369,0.570528407,-0.50883504,0.215524072,-0.13305261,-0.011162078,
goe624,,0.1,0.12,0.179380854,0.104495884,0.066554369,0.067749354,0.352504149,0.011159963,0.821129887,0.212190149,0.521126761,-0.127847507,1.174344496,-0.76573418,1.383684472,-0.421981646,0.682944759,0.153908746,0.285019447,-0.000327688,-0.310494049,0.318912111,-0.57218824,0.441869495,-0.417183737,0.143233172,-0.11796752,-0.027145565,
goe625,,0.1,0.12,0.240738002,0.083990227,0.089067782,0.08933785,0.082066337,0.013049065,0.895945836,0.236185259,0.725213943,-0.309240159,1.695311853,-1.243581372,1.905571458,-0.626877297,0.923244747,0.170475498,0.42791757,-0.159187409,-0.076232336,-0.092378272,-0.158768732,0.048846268,-0.189107016,0.006778191,-0.091628984,-0.051305149,
goe626,,0.1,0.12,0.195505723,0.127268861,0.077566943,0.077359681,0.553610473,0.01152498,0.972120978,0.226802931,0.517768203,-0.229801765,1.335597261,-1.0580206,1.656320025,-0.728180612,0.907434558,0.061627111,0.407277768,-0.071248381,-0.474315872,0.376982712,-0.468340748,0.350643999,-0.221316464,0.193024275,-0.000228841,0.111830481,
goe627,,0.1,0.12,0.166375274,0.13439246,0.058062428,0.058127035,0.418111148,0.011078045,0.697126247,0.19899001,0.643193876,-0.429316966,1.605958619,-1.495491463,2.099108145,-1.042288237,0.997235545,0.102226353,0.368568929,0.089385746,-0.64249267,0.849271733,-1.360243012,1.117004291,-0.980775751,0.337069245,-0.261382452,-0.075178526,
goe628,,0.1,0.12,0.197703072,0.118874548,0.079341167,0.077984982,0.408644008,0.011606764,0.91234822,0.222505182,0.614320485,-0.278640419,1.541086491,-1.404611692,2.19583822,-1.143165448,1.104919483,0.005824589,0.363596203,-0.032792096,-0.381916957,0.321400006,-0.479365655,0.387608365,-0.270809385,0.136508896,-0.044636451,0.017387017,
goe629,,0.1,0.12,0.138649461,0.111180632,0.044836273,0.045095351,0.610268586,0.01005077,0.622378317,0.188476723,0.29644871,0.084508858,0.513494881,-0.09869491,0.572640281,0.008081421,0.382254138,0.206922208,0.259351394,-0.205206588,-0.031500309,-0.198817221,-0.042130144,-0.074951186,-0.126475546,-0.037745698,-0.094857738,-0.067079165,
goe63,,0.1,0.12,0.154208964,0.159203267,0.077254766,0.077564743,0.785775656,0.010140003,0.994886988,0.193327912,0.434447582,-0.038506545,0.749492924,-0.351166643,0.911418587,-0.211082781,0.46005105,0.142352777,0.261480501,0.278125446,-0.27856093,0.465473061,-0.298301487,0.394293607,-0.137716223,0.231020631,-0.045220371,0.127070131,
goe630,,0.1,0.12,0.19374072,0.113031948,0.09115974,0.092139892,0.496524659,0.011570185,1.074717064,0.182400357,0.519712465,-0.03269243,1.111486323,-0.731911521,1.456796171,-0.446551977,0.741870327,0.165754078,0.366582623,0.147591759,-0.276275534,0.496711044,-0.540853878,0.673992154,-0.41814859,0.301970121,0.022494958,0.028009581,
goe632,,0.1,0.12,0.145994429,0.121084776,0.046071832,0.045941094,0.296303794,0.010351068,0.561293069,0.181031157,0.451168769,-0.186369131,1.143390607,-0.822633773,1.329969196,-0.461023513,0.606475258,0.105946864,0.274405446,-0.00402083,-0.174225357,-0.033963895,-0.076421046,-0.046523286,-0.146046763,-0.12932207,-0.142860242,-0.217728469,
goe633,,0.1,0.12,0.153767403,0.129170968,0.054174278,0.053639255,0.362646587,0.010084522,0.584654659,0.200951076,0.446641117,-0.06052429,0.8875693,-0.540653452,1.06036753,-0.304992907,0.412681854,0.100538876,0.168003708,-0.020847034,-0.381356305,0.4916723,-0.750690836,0.565948136,-0.443654835,0.094208632,-0.217312263,-0.102879073,
goe645,,0.1,0.12,0.175860716,0.129051807,0.070497601,0.069911329,0.432136066,0.010947936,0.824162417,0.192872916,0.601555893,-0.310362716,1.4388313,-1.189718048,1.732449828,-0.748082229,0.783644359,0.050692719,0.330223372,-0.051065429,-0.37034513,0.393792517,-0.607640354,0.484409076,-0.351219669,0.133164915,-0.057543809,-0.002944479,
goe646,,0.1,0.12,0.205699936,0.098998352,0.068060272,0.06883192,0.385419182,0.011962775,0.867907306,0.247690118,0.466163795,0.007501188,0.881747848,-0.365402979,1.072382861,-0.284497501,0.774058162,0.104003626,0.46851692,-0.132737235,-0.307508164,0.012907953,-0.161158861,-0.136152554,0.039246177,-0.072415897,0.028844441,0.009076599,
goe647,,0.1,0.12,0.190598705,0.122258493,0.077684972,0.075883629,0.356814532,0.011458891,0.863285717,0.211092631,0.621174131,-0.170151935,1.248373096,-0.934881032,1.615106949,-0.680234213,0.848066197,0.069400752,0.353770986,0.033609393,-0.476174302,0.585173771,-0.904834444,0.79226597,-0.589121923,0.229952561,-0.072596003,-0.028107878,
goe648,,0.1,0.12,0.163498501,0.134568958,0.065606613,0.063811861,0.502421551,0.010927914,0.7708052,0.218326891,0.609113393,-0.429073067,1.646008577,-1.622535867,2.238849952,-1.194609095,1.078563279,-0.034823161,0.379812505,0.069884228,-0.639450356,0.9275071,-1.529612926,1.390236961,-1.146940433,0.508759632,-0.208107482,-0.007235846,
goe650,,0.1,0.12,0.152378441,0.118838752,0.05681154,0.058169355,0.73990342,0.010588572,0.839481293,0.195226432,0.386565781,0.000360517,0.665193419,-0.230508402,0.738513037,-0.017963643,0.438570776,0.222580516,0.340626912,-0.126822618,-0.167995549,0.067380032,-0.287077557,0.288921144,-0.246092745,0.206855587,-0.030533722,0.007111081,
goe652,,0.1,0.12,0.283709992,0.152658998,0.110438103,0.110914916,0.271754911,0.014115566,1.477932642,0.307272774,0.442677768,0.223463225,0.676215123,-0.026687802,0.847984296,0.074361508,0.596689694,0.285657199,0.468078717,-0.180116834,0.04157248,-0.315582831,0.646798952,-0.434134252,0.666098142,0.036961008,0.436677577,0.320481708,
goe655,,0.1,0.12,0.152833366,0.130038385,0.065004735,0.064985111,0.539585447,0.010564218,0.796598345,0.171465335,0.570785837,-0.288478435,1.321059443,-1.13120855,1.69798623,-0.777929295,0.809215756,0.080092225,0.30521044,-0.009142734,-0.302724351,0.310005688,-0.551955952,0.471584656,-0.424276193,0.17986261,-0.09396322,-0.00590933,
goe670,,0.088866191,0.06107634,0.099313544,0.126079383,0.040169885,0.040927999,0.853763991,0.009360134,0.67101528,0.140111795,0.249313417,0.197342643,0.067719899,0.445043016,0.009182734,0.308020196,0.23561581,0.222875081,0.241282243,-0.066133794,0.071536512,-0.256622101,0.294899302,-0.329116597,0.193509825,-0.187173546,0.041546611,-0.070931004,
goe673,,0.1,0.12,0.097253154,0.129325844,0.042331035,0.043021477,0.807317605,0.009329224,0.67946853,0.088216325,0.28893377,-0.015014176,0.597803184,-0.318485261,0.760223172,-0.200600817,0.467827185,0.134817802,0.244597663,-0.069541087,-0.195337444,0.197560282,-0.507375001,0.478687365,-0.535415125,0.295062642,-0.180238723,0.03739744,
goe675,,0.1,0.12,0.185431932,0.086741123,0.071255983,0.072302411,0.509494697,0.011593059,0.935943038,0.234266223,0.36915206,0.230210553,0.554136558,-0.018560048,0.716748086,0.080743714,0.54388689,0.262837617,0.35141598,-0.035509303,-0.158564104,0.088468664,-0.170429041,0.1107243,-0.091542684,0.034741125,-0.00928488,0.000365034,
goe676,,0.098191144,0.073005528,0.108101531,0.133419366,0.036172031,0.036842186,0.604373747,0.009286065,0.475105115,0.152808366,0.25951789,0.071657424,0.470007556,-0.150563037,0.54843517,-0.044750973,0.302088398,0.145253901,0.1627941,-0.096807091,-0.049018269,-0.220028384,0.056094156,-0.257807594,0.012174586,-0.196493021,-0.099470766,-0.115067902,
goe677,,0.102835407,0.07227375,0.111372006,0.134378564,0.035510336,0.035458084,0.503015005,0.009391689,0.428494834,0.153735306,0.290332999,-0.013773472,0.70469059,-0.556780071,1.106269826,-0.571651461,0.606856181,-0.026370402,0.20093957,-0.110477963,0.039619864,-0.422394719,0.421220938,-0.671991465,0.330279583,-0.388272085,-0.079711415,-0.172597932,
goe679,,0.1,0.12,0.207298993,0.098815625,0.068376021,0.068238311,0.268101298,0.012153735,0.793099737,0.258732196,0.574592804,-0.12243284,1.163353279,-0.704808629,1.277265409,-0.230595405,0.558011616,0.311682079,0.472600101,-0.080055075,-0.390960782,0.350108535,-0.699855165,0.485538097,-0.498214171,0.137041075,-0.153586654,-0.051452531,
goe681,,0.1,0.12,0.19266028,0.106699472,0.066118479,0.067414986,0.333295512,0.011269287,0.760982293,0.258215579,0.373910485,0.419503004,0.040794862,0.726460811,-0.079754647,0.612905323,0.126475043,0.344902053,0.287582921,-0.00856606,-0.507471261,0.613272872,-1.041693683,0.851618686,-0.745337157,0.265569552,-0.187941528,-0.037765118,
goe682,,0.1,0.12,0.121035777,0.124421766,0.055502826,0.055542701,0.757407502,0.009787317,0.795409232,0.15455609,0.358759516,0.037498657,0.542314591,-0.103067911,0.582585134,0.0040533,0.364379615,0.19491175,0.252181819,0.000464086,-0.180416923,0.19843896,-0.24194066,0.140078905,-0.059852672,0.007758517,0.015709902,0.009732584,
goe683,,0.1,0.12,0.218033333,0.117578048,0.050049436,0.049189382,-0.238304914,0.011602931,0.412475261,0.239251314,0.484698878,-0.033294912,1.077391049,-0.690571422,1.321179087,-0.463757899,0.683547911,0.043439009,0.300601555,-0.198854654,-0.194032749,-0.175714503,-0.137436724,-0.257687125,-0.095601036,-0.249233313,-0.217977393,-0.392843328,
goe685,,0.1,0.12,0.147317108,0.11531844,0.060647578,0.061581508,0.637118029,0.010114767,0.792173244,0.187968758,0.287036437,0.192899119,0.443719937,-0.035229317,0.595006472,-0.029725001,0.416811844,0.192677474,0.233954342,-0.096045633,-0.249462455,0.183848256,-0.260958206,0.223316391,-0.218815025,0.166294268,-0.073457967,0.0346341,
goe692,,0.1,0.12,0.179547957,0.090296701,0.060227448,0.060627261,0.40866179,0.011560631,0.83343501,0.210178205,0.472088616,-0.015092365,0.836804548,-0.238191556,0.867042445,-0.002399285,0.544880122,0.246637554,0.406111295,-0.098549316,-0.147578725,0.031776519,-0.218581981,0.076072593,-0.156638013,-0.006132788,-0.06970189,-0.045079725,
goe693,,0.1,0.12,0.123399538,0.116217319,0.045369921,0.04593209,0.666027042,0.009868155,0.6900792,0.157088742,0.346390032,-0.025925328,0.733972221,-0.455487784,1.010378969,-0.292303248,0.496498929,0.193841915,0.250352659,-0.109719172,0.00511137,-0.202690744,0.133664812,-0.227404571,0.067940716,-0.093992328,-0.031848006,-0.066302913,
goe701,,0.1,0.12,0.14863233,0.112649593,0.054929644,0.05544979,0.634067816,0.010509525,0.807955398,0.173667747,0.437038754,-0.013904781,0.664696652,-0.124478843,0.625697703,0.121310552,0.327117856,0.315755096,0.288806921,-0.120242335,0.023072605,-0.122023145,0.057474934,-0.072141928,0.00647377,-0.033382979,-0.049532434,-0.032516566,
goe702,,0.1,0.12,0.200608784,0.105877391,0.076205944,0.075710744,0.21452363,0.011163042,0.745612978,0.242204722,0.500297544,-0.038580633,1.225137769,-1.095833633,1.941972137,-1.078158838,1.076363191,-0.208004668,0.259739512,-0.09745536,-0.155783458,-0.070190467,0.015764249,-0.115476165,0.015627868,-0.057651686,-0.077952879,-0.046461018,
goe703,,0.1,0.12,0.20684729,0.120335885,0.04144689,0.042527724,-0.060961147,0.011315815,0.394795933,0.26456593,0.339305184,0.258812731,0.37123574,0.311232366,0.275739945,0.295989715,0.310188108,0.208771051,0.304509745,-0.096689235,-0.43763412,0.255621551,-0.751924036,0.300814217,-0.56404207,-0.082611095,-0.351257337,-0.260486111,
goe704,,0.1,0.12,0.128771057,0.137269347,0.036869899,0.037115375,0.508347436,0.009622994,0.423174099,0.146701771,0.388156867,-0.115480229,0.805512546,-0.600503261,1.078343415,-0.404206137,0.488040849,0.070511947,0.170112094,-0.20014741,0.008400672,-0.273720584,0.084831994,-0.274812019,0.023715118,-0.244831656,-0.164652728,-0.176454006,
goe711,,0.1,0.12,0.179616121,0.106991481,0.079092431,0.080068935,0.456477512,0.01170215,0.959487328,0.159659083,0.552575904,0.099522863,0.684893751,-0.074467696,0.723415754,0.103177191,0.437234318,0.409124969,0.358435325,0.157511387,-0.416810469,0.586913811,-0.780591986,0.68795444,-0.518500416,0.237372962,-0.109931562,0.004963296,
goe735,,0.1,0.12,0.232039109,0.114380575,0.067677809,0.06786662,-0.197405771,0.011620482,0.53791713,0.239650164,0.64100944,-0.183276665,1.429746742,-1.070215196,1.654408505,-0.61560036,0.649926327,0.045508247,0.119148478,-0.171947846,-0.171263492,-0.087842987,-0.248896102,-0.020340034,-0.24603758,-0.106822587,-0.181120498,-0.196608849,
goe738,,0.1,0.12,0.155031933,0.130451495,0.045909627,0.045454271,0.26634192,0.009884448,0.397999218,0.215893831,0.35736108,0.047676249,0.62496631,-0.213158006,0.661053798,-0.105059897,0.299846619,0.036014109,0.074935339,-0.128734715,-0.218644583,-0.015717285,-0.307817107,0.023196436,-0.246987724,-0.087218463,-0.117922462,-0.167740288,
goe741,,0.1,0.12,0.18205893,0.116221839,0.060947529,0.060667069,0.106112729,0.010471825,0.52359083,0.236051819,0.426340531,0.184471351,0.512084628,0.191290604,0.290471187,0.240265066,0.144524896,0.10623155,0.038460597,0.023517309,-0.335208564,0.296579569,-0.332974607,-0.063085436,0.053995471,-0.219504963,-0.131117242,-0.161212728,
goe744,,0.1,0.12,0.212430087,0.125203983,0.090147056,0.090275936,0.087538363,0.011027091,0.651241285,0.245799856,0.528965808,0.153925123,0.672662826,0.063883175,0.483589975,0.115095821,0.215887697,0.067932734,0.010465267,0.200545843,-0.549031548,0.916380435,-1.146747705,1.157527924,-0.936867677,0.429601565,-0.284866783,-0.122023152,
goe746,,0.1,0.12,0.126327204,0.137317216,0.054316862,0.054761679,0.43734354,0.009148468,0.53729435,0.126132503,0.429530763,-0.002531565,0.592006358,0.017120161,0.251022297,0.21585972,0.058346499,0.041705245,0.035336165,0.163948827,-0.371409779,0.623793175,-0.784979515,0.819033006,-0.627539759,0.256797767,-0.199124842,-0.091675718,
goe758,,0.1,0.12,0.149867941,0.111363125,0.064450957,0.065046523,0.496933798,0.01045041,0.820256671,0.166249759,0.391258153,0.11280559,0.605577966,-0.099693836,0.744351418,-0.170217946,0.591271674,0.071302167,0.30165873,0.045593541,-0.360980933,0.404244172,-0.613222159,0.456628535,-0.339658288,0.157086469,-0.063444553,0.006302067,
goe765,,0.1,0.12,0.143529815,0.14899385,0.036647368,0.036745846,0.252053338,0.009769841,0.280418534,0.202231144,0.3074896,0.081261908,0.539505919,-0.224670653,0.669978158,-0.161635765,0.345713294,0.04439996,0.076006958,-0.06827862,-0.34694248,0.234478592,-0.634106179,0.318697343,-0.523378582,-0.01287731,-0.29840681,-0.263524126,
goe765(1),,0.1,0.12,0.143534441,0.148997483,0.036647368,0.0367458,0.252041699,0.00976988,0.280410773,0.202231144,0.3074896,0.081261908,0.539505919,-0.224670653,0.669978158,-0.161635765,0.345713294,0.04439996,0.076006958,-0.06827862,-3.47E-01,0.234478592,-0.634106179,0.318697343,-0.523378582,-0.01287731,-0.29840681,-0.263524126,
goe766,,0.1,0.12,0.114522654,0.150961289,0.040949121,0.041098692,0.43704186,0.009226147,0.383264549,0.195676833,0.297006228,-0.013882807,0.609130705,-0.467715752,0.801570537,-0.388684504,0.433885817,-0.000609464,0.152396184,-0.043904956,-0.317597322,0.220534781,-0.57830584,0.321143225,-0.443459784,0.054434414,-0.171486971,-0.116645242,
goe767,,0.1,0.12,0.120721144,0.147157418,0.047119343,0.048157748,0.395006707,0.009207098,0.397019588,0.220180875,0.316406386,-0.030164837,0.591093587,-0.451686151,0.73805685,-0.393146739,0.41692669,-0.035306811,0.133480441,-0.07738257,-0.275453185,0.190898147,-0.562930601,0.390751142,-0.502769865,0.145948387,-0.192009318,-0.062356978,
goe769,,0.1,0.12,0.171480424,0.138522271,0.074508108,0.075678267,0.436566247,0.010496687,0.760554449,0.256435975,0.563495813,-0.174846902,1.065948802,-0.736688999,1.230854819,-0.501425185,0.573836399,0.056655738,0.215746768,0.072267844,-0.338594615,0.383492401,-0.528908407,0.419958931,-0.317445198,0.129430845,-0.071667507,-0.00414339,
goe770,,0.1,0.12,0.229016668,0.120032517,0.063849229,0.063955964,-0.110079749,0.01167234,0.609690795,0.260774202,0.484120938,0.084418801,0.919358631,-0.396879038,1.112676754,-0.354906238,0.618103794,0.108480658,0.269475751,-0.006589427,-0.634509179,0.615119929,-1.219196314,0.757335606,-0.725058347,0.115101582,-0.195993354,-0.120996809,
goe780,,0.066742819,0.102258601,0.089140895,0.155374491,0.014533283,0.013871928,0.418376915,0.009245102,0.307027987,0.071085614,0.135284758,0.086042562,0.269607718,0.071102266,0.256236015,0.34653811,0.046115363,0.265759058,0.128361727,-0.138707442,0.052184659,-0.489702242,0.491621436,-0.893512146,0.492692118,-0.613587413,-0.021746118,-0.31931225,
goe79,,0.1,0.12,0.12918666,0.167127178,0.070005949,0.07069324,0.889278057,0.009441511,0.899167333,0.186519376,0.283544503,0.17027823,0.305046987,0.072062198,0.450782596,-0.08489526,0.442821309,0.018585521,0.273196341,0.419919816,-0.638700902,1.222483379,-1.307883396,1.361650594,-0.786316838,0.509230937,-0.067411977,0.088438907,
goe795,,0.065086682,0.07656973,0.074271823,0.139354005,0.025932964,0.026891943,0.850212522,0.008918451,0.571085116,0.107072405,0.256507414,-0.106200455,0.711029762,-0.66174777,1.113825557,-0.589131215,0.62389942,-0.018925879,0.271518406,-0.03810151,-0.102106716,0.068673776,-0.173091042,0.073114988,-0.069658378,-0.059732089,0.021449323,-0.103588407,
goe795sm,,0.064569908,0.076114813,0.073818327,0.139106472,0.026187719,0.027180241,0.84963723,0.008888587,0.571288628,0.111039987,0.239141362,-0.044094161,0.556388688,-0.377669038,0.74283354,-0.254482105,0.421930366,0.061703837,0.257635712,-0.000660807,-0.20341317,0.240384459,-0.384427792,0.275792812,-0.222113959,0.028887846,-0.023281044,-0.096516449,
